006973135,00020,00697313500020,O,1999-04-02,,,,2009-02-04T00:15:53,false,5,CELLULE N°2,1,T,RUE,DE L'EGLISE,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,2000-12-25,F,GOURT,,,,52.4C,NAF1993,N
006973135,00038,00697313500038,O,1999-04-15,,,,,false,3,,150,,AV,DE MAZY,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1999-12-25,F,,,,,52.4C,NAF1993,N
006973135,00046,00697313500046,O,1999-10-01,NN,,,2019-11-14T14:00:38,false,6,,28,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2005-04-01,F,USINES,,,,52.4C,NAFRev1,N
006973135,00053,00697313500053,O,2000-06-15,NN,,,2019-11-14T14:00:38,false,5,RESIDENCE ATLANTIS,4,,BD,HENNECART,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2001-12-25,F,GOURD,,,,52.4C,NAF1993,N
006973135,00061,00697313500061,O,2001-04-16,NN,,,2019-11-14T14:00:38,true,6,14 - 4,14,,AV,LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2005-12-31,F,,,,,52.4C,NAFRev1,N
006973168,00013,00697316800013,O,,NN,,,2019-11-14T14:00:39,true,1,,5,,RUE,RENE GUY CADOU,44160,SAINTE-REINE-DE-BRETAGNE,,,44189,,,,,,,,,,,,,,,,,,,1996-03-21,F,,,,,52.2C,NAF1993,N
006973184,00036,00697318400036,O,1989-06-01,NN,,,2019-11-14T14:00:38,true,7,,7,,AV,DU BOIS D AMOUR,44500,LA BAULE-ESCOUBLAC,,BP 134,44055,,,,,,,,,,,,,,,,,,,2010-03-31,F,,,,,45.20A,NAFRev2,N
006973184,00044,00697318400044,O,1991-06-18,NN,,,2019-11-14T14:00:39,false,5,,79,,RUE,DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2009-07-01,F,ATLANTIC LOCATION,,,,77.11A,NAFRev2,N
006973184,00051,00697318400051,O,1998-07-14,NN,,,2019-11-14T14:00:38,false,5,RES JARDINS CLEMENCEAU,142,,AV,DES ONDINES,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2009-07-01,F,ATLANTIC LOCATION,,,,77.11A,NAFRev2,N
006973200,00014,00697320000014,O,,,,,,true,1,,36,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1988-06-30,F,,,,,67.04,NAP,N
006973234,00013,00697323400013,O,1969-01-01,NN,,,2008-01-04T17:54:23,true,3,,,,RTE,DE LA GARE,44130,BOUVRON,,,44023,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.61Z,NAFRev2,N
006973283,00010,00697328300010,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
006973317,00016,00697331700016,O,,NN,,,2019-11-14T14:00:38,true,1,,26,,RUE,DES MARAIS,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,52.5Z,NAF1993,N
006973333,00013,00697333300013,O,,,,,,true,1,,23,,RUE,DE LA MARNE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1993-01-31,F,,,,,52.4N,NAF1993,N
006973374,00017,00697337400017,O,,,,,2019-11-14T14:00:38,true,1,,,,RUE,DES PORTEAUX,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,65.02,NAP,N
006973408,00013,00697340800013,O,,,,,2019-11-14T14:00:38,true,1,,,,PL,SAINT MARTIN,44130,FAY-DE-BRETAGNE,,,44056,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
006973432,00021,00697343200021,O,,NN,,,,true,1,,,,BD,OCEANIDES,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1992-03-24,F,,,,,52.4C,NAF1993,N
006973473,00025,00697347300025,O,,NN,,,,true,1,,,,,BOURG,56130,FEREL,,,56058,,,,,,,,,,,,,,,,,,,1990-10-11,F,,,,,67.04,NAP,N
006973499,00012,00697349900012,O,,,,,,true,1,,,,RUE,DE NANTES,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
006973507,00020,00697350700020,O,,,,,2019-11-14T14:00:38,true,1,,97,,RUE,HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,1995-03-31,F,,,,,36.1K,NAF1993,N
006973556,00027,00697355600027,O,,NN,,,2019-11-14T14:00:38,true,1,,537,,RTE,DE MESQUER,44420,PIRIAC-SUR-MER,,,44125,,,,,,,,,,,,,,,,,,,2001-03-27,F,,,,,70.2A,NAF1993,N
006973606,00020,00697360600020,O,1900-01-01,NN,,,2019-11-14T14:00:38,false,4,,39,,AV,ALPHONSE DAUDET,44420,PIRIAC-SUR-MER,,,44125,,,,,,,,,,,,,,,,,,,2001-05-23,F,,,,,74.2A,NAF1993,O
006973606,00038,00697360600038,O,1989-01-01,NN,,,2019-04-18T14:56:03,false,4,,21,,QUAI,SAINT PAUL,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,2018-12-31,F,,,,,71.11Z,NAFRev2,N
006973606,00046,00697360600046,O,2001-05-23,NN,,,2019-11-14T14:00:38,false,5,,48,,RUE,DU VIEUX MOULIN,44420,PIRIAC-SUR-MER,,,44125,,,,,,,,,,,,,,,,,,,2018-12-31,F,,,,,71.11Z,NAFRev2,N
006973606,00053,00697360600053,O,2018-12-31,,,,2021-06-30T09:53:29,false,2,,11,,RUE,DE KEROMAN,44420,PIRIAC-SUR-MER,,,44125,,,,,,,,,,,,,,,,,,,2019-12-31,F,,,,,71.11Z,NAFRev2,N
006973606,00061,00697360600061,O,2021-01-01,,,,2021-06-30T09:53:29,true,1,,222,,,KERHOUGUET,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,2021-01-01,A,,,,,68.20A,NAFRev2,N
006973622,00027,00697362200027,O,,NN,,,,true,1,,28,,AV,DU GOLF,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1988-09-16,F,,,,,67.01,NAP,N
006973663,00021,00697366300021,O,,,,,,true,1,,1,,RUE,JEAN XXIII,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1997-02-06,F,,,,,45.4F,NAF1993,N
006973671,00016,00697367100016,O,,,,,,true,1,,,,LD,SAINT SEBASTIEN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
006973689,00018,00697368900018,O,,,,,,true,1,,,,,Q SAINT JACQUES,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
006973697,00011,00697369700011,O,,NN,,,2019-11-14T14:00:39,true,1,,,,RTE,DE NANTES,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,1994-08-14,F,,,,,15.8C,NAF1993,N
006973705,00012,00697370500012,O,1969-01-01,NN,,,2010-08-16T12:19:10,true,4,,,,,LA POTENCE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,2009-12-25,F,,,,,68.20B,NAFRev2,N
006973739,00011,00697373900011,O,,,,,,true,1,,,,,ZONE INDUSTRIELLE,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1997-06-30,F,,,,,29.3C,NAF1993,N
006973747,00014,00697374700014,O,,,,,,true,1,,,,RUE,LEO LAGRANGE,44570,TRIGNAC,,,44210,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,65.06,NAP,N
006973762,00013,00697376200013,O,,,,,,true,1,,43,,RUE,DE NANTES,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1986-07-07,F,,,,,67.01,NAP,N
006973770,00016,00697377000016,O,,,,,,true,1,,18,,RUE,MAL LECLERC,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,38.50,NAP,N
006973788,00026,00697378800026,O,1900-01-01,NN,,,2008-01-04T17:54:23,true,3,,28,,BD,DE LA REPUBLIQUE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
006973804,00013,00697380400013,O,1900-01-01,,,,2011-04-28T00:10:26,false,4,,19,,RUE,JEAN GOUZO,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1993-03-31,F,,,,,01.4B,NAF1993,N
006973804,00021,00697380400021,O,1998-09-01,NN,,,2020-02-12T03:55:48,true,4,,,,RUE,DES GOELANDS,44490,LE CROISIC,,BP 71,44049,,,,,,,,,,,,,,,,,,,2019-06-01,F,,,,,68.20B,NAFRev2,N
006973804,00039,00697380400039,O,2015-11-01,,,,2019-06-21T16:09:02,false,3,KERHUET,3,,CHE,DES PRES CARRIAUX,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,2019-04-01,F,,,,,71.11Z,NAFRev2,N
006973812,00016,00697381200016,O,,NN,,,2019-11-14T14:00:38,true,1,,,,PL,DE L EGLISE,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N
006973838,00011,00697383800011,O,,NN,,,,true,1,,,,,LA MADELEINE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1995-09-30,F,,,,,52.4N,NAF1993,N
006973846,00014,00697384600014,O,,NN,,,2019-11-14T14:00:39,true,1,,133,,RUE,DE TOUTES AIDES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1993-05-14,F,,,,,52.1B,NAF1993,N
006973853,00010,00697385300010,O,,NN,,,2019-11-14T14:00:38,true,1,,143,,RUE,PARMENTIER,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,1995-09-30,F,,,,,55.4B,NAF1993,N
006973879,00015,00697387900015,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.41,NAP,N
006973903,00013,00697390300013,O,,,,,,true,1,,,,RUE,DE LA MARNE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
006973937,00011,00697393700011,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
006973945,00014,00697394500014,O,1969-01-01,NN,,,2011-04-23T04:00:29,true,5,,5,,RUE,DE BRANDU,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,2009-11-16,F,,,,,81.30Z,NAFRev2,N
006973960,00021,00697396000021,O,,NN,,,2019-11-14T14:00:39,true,1,,,,,KERVELOCHE,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,51.20,NAP,N
006974000,00025,00697400000025,O,1900-01-01,NN,,,2006-10-26T23:33:59,true,3,,1,,RUE,DE KER VAUDU,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,2004-03-05,F,,,,,52.1B,NAFRev1,N
006974042,00019,00697404200019,O,,NN,,,,true,1,,4,,RUE,JOSEPH BLANCHARD,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1994-12-31,F,,,,,15.8C,NAF1993,O
006974059,00013,00697405900013,O,,NN,,,2019-11-14T14:00:39,true,1,,96,,BD,VICTOR HUGO,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,63.05,NAP,N
006974109,00016,00697410900016,O,1969-01-01,NN,,,2019-11-14T14:00:39,true,1,,27,,AV,CDT DE L HERMINIER,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2001-06-30,F,,,,,55.4B,NAF1993,N
006974125,00012,00697412500012,O,,,,,2019-11-14T14:00:39,true,1,,14,,RUE,CHARLES BRUNELIERE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
006974133,00024,00697413300024,O,,NN,,,2019-11-14T14:00:39,true,1,,,,,KERVELOCH,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,62.46,NAP,N
006974141,00019,00697414100019,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,DE PENHOET,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
006974158,00021,00697415800021,O,1987-12-25,NN,,,2019-11-14T14:00:38,true,3,,21,,AV,FRANCOIS RENE CHATEAUBRIAN,44250,SAINT-BREVIN-LES-PINS,,,44154,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
006974166,00016,00697416600016,O,,,,,2019-11-14T14:00:39,true,1,,1,,RUE,FRANCOIS MARCEAU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2000-06-22,F,,,,,67.04,NAP,N
006974224,00013,00697422400013,O,,NN,,,2019-11-14T14:00:39,true,1,,72,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,87.01,NAP,N
006974240,00019,00697424000019,O,,NN,,,2019-11-14T14:00:38,true,1,,55,,RUE,JOLIOT CURIE,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
006974265,00016,00697426500016,O,,NN,,,2020-12-23T11:25:44,true,1,,21,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1991-09-01,F,,,,,38.40,NAP,N
006974273,00010,00697427300010,O,1969-01-01,NN,,,2020-12-23T11:25:44,true,4,,21,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2006-12-31,F,,,,,15.8C,NAFRev1,O
006974281,00021,00697428100021,O,,NN,,,2019-11-14T14:00:39,true,1,,15,,PL,DU COMMERCE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1988-05-31,F,,,,,64.25,NAP,N
006974315,00019,00697431500019,O,1900-01-01,NN,,,2008-07-02T18:22:57,true,3,,4,,RUE,DE LA PLAGE,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
006974315,00027,00697431500027,O,1980-05-20,NN,,,2019-11-14T14:00:38,false,4,,155,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
006974323,00013,00697432300013,O,,,,,,true,1,,,,LD,SAINT JEAN DE PINFOUX,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,01.00,NAP,N
006974349,00026,00697434900026,O,1900-01-01,NN,,,2019-11-14T14:00:39,true,3,,,,,LE CALVAIRE,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
006974364,00033,00697436400033,O,2000-11-28,NN,,,2006-11-25T09:04:35,true,3,SCI IMMOBIOLAM,9,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,2004-10-15,F,,,,,74.1J,NAFRev1,N
006974372,00010,00697437200010,O,,,,,,true,1,,16,,AV,DU LITTORAL,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1991-03-04,F,,,,,79.06,NAP,N
006974380,00013,00697438000013,O,,,,,,true,1,,15,,RUE,MAL LECLERC,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N
006980023,00011,00698002300011,O,,,,,2019-11-14T14:00:39,true,1,,58,,RUE,DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1987-11-18,F,,,,,55.60,NAP,N
006980072,00018,00698007200018,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.01,NAP,N
006980080,00029,00698008000029,O,,NN,,,,true,1,,,,RTE,DE LA BAULE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
006980098,00013,00698009800013,O,,,,,,true,1,,9,,,Q JULES SANDEAU,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.47,NAP,N
006980106,00014,00698010600014,O,1969-01-01,NN,,,2020-12-23T11:25:44,true,4,,31,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2005-10-31,F,,,,,52.4Z,NAFRev1,O
006980114,00018,00698011400018,O,,NN,,,,true,1,,,,LD,NOTRE DAME DE GRACE,44530,GUENROUET,,,44068,,,,,,,,,,,,,,,,,,,1989-03-31,F,,,,,15.01,NAP,N
006980122,00011,00698012200011,O,,NN,,,,true,1,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,,F,,,,,57.02,NAP,N
006980130,00014,00698013000014,O,1900-01-01,NN,,,2019-11-14T14:00:39,false,4,,3,T,RUE,ROBERT SURCOUF,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,45.1A,NAF1993,O
006980130,00022,00698013000022,O,1994-03-31,NN,,,2019-11-14T14:00:39,true,6,,13,,RUE,RENE REAUMUR,44600,SAINT-NAZAIRE,,BP 86,44184,44602,ST NAZAIRE CEDEX,,,,,,,,,,,,,,,,,2013-06-30,F,,,,,42.11Z,NAFRev2,O
006980130,00030,00698013000030,O,1989-01-01,NN,,,2019-11-14T14:00:38,false,4,,,,RUE,JEAN JAURES,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,2013-06-30,F,,,,,43.12A,NAFRev2,N
006980155,00011,00698015500011,O,1969-01-01,NN,,,2019-11-14T14:00:38,true,5,,277,,AV,MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
006980197,00039,00698019700039,O,1995-01-01,NN,,,2019-11-14T14:00:38,true,1,,,,,BLANCHE COURONNE,44260,LA CHAPELLE-LAUNAY,,,44033,,,,,,,,,,,,,,,,,,,2001-06-21,F,,,,,51.2E,NAF1993,O
006980205,00014,00698020500014,O,1969-01-01,NN,,,2019-11-14T14:00:39,true,3,,43,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
006980221,00011,00698022100011,O,,NN,,,,true,1,,16,,RUE,STE CATHERINE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
006980239,00013,00698023900013,O,1965-01-01,11,2019,,2021-10-27T08:00:30,true,5,LA PROVIDENCE,87,,RUE,HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,2019-12-31,A,,,,,25.11Z,NAFRev2,O
006980288,00010,00698028800010,O,1964-01-01,NN,,,,true,1,,,,RUE,EMMANUEL PROVOST,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,2002-04-01,F,,,,,50.1Z,NAF1993,O
006980296,00013,00698029600013,O,,,,,,true,1,,1,,AV,HENRI BECQUEREL,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N
006980338,00013,00698033800013,O,1969-01-01,NN,,,,true,1,,54,,RTE,DE LA NAVALE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,2001-04-09,F,,,,,51.5C,NAF1993,O
006980353,00012,00698035300012,O,,,,,2019-11-14T14:00:39,true,1,,83,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,52.3A,NAF1993,N
006980361,00015,00698036100015,O,,NN,,,2019-11-14T14:00:39,true,1,,5,,RUE,ROBERT SURCOUF,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1994-12-31,F,,,,,70.2C,NAF1993,N
006980387,00028,00698038700028,O,1900-01-01,,,,2019-11-14T14:00:39,false,4,,,,,ZONE INDUSTRIELLE DE BRAIS,44600,SAINT-NAZAIRE,,BP 32,44184,44601,ST NAZAIRE CEDEX,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,70.2C,NAF1993,N
006980387,00036,00698038700036,O,1993-01-01,NN,,,2021-06-25T11:33:01,true,4,,,,,ZI DES PEDRAS,44117,SAINT-ANDRE-DES-EAUX,,,44151,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
006980387,00044,00698038700044,O,1989-01-01,NN,,,2018-08-17T13:00:15,false,3,,,,,ZI BONNE NOUVELLE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,26.51A,NAFRev2,N
006980395,00013,00698039500013,O,1969-01-01,02,2019,,2021-10-27T08:00:30,true,4,,7,,BD,DE L ABREUVOIR,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,43.32A,NAFRev2,O
006980411,00018,00698041100018,O,,,,,2019-11-14T14:00:39,true,1,,,,BD,PAUL LEFERME,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,40.11,NAP,N
006980445,00016,00698044500016,O,1969-01-01,NN,,,2016-04-26T01:03:42,true,6,,9,,RUE,DU CENTRE,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,2014-01-13,F,,,,,47.73Z,NAFRev2,N
006980460,00031,00698046000031,O,,NN,,,2019-11-14T14:00:39,true,1,,11,,AV,RENE COTY,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1992-03-12,F,,,,,70.2C,NAF1993,N
006980478,00017,00698047800017,O,1900-01-01,NN,,,2019-11-14T14:00:38,true,3,,17,,AV,RAOUL FOY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.32A,NAFRev2,N
006980494,00030,00698049400030,O,,,,,,true,1,,,,QUAI,DU CORDON BLEU,44100,NANTES,,,44109,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,32.04,NAP,N
006980528,00019,00698052800019,O,1969-01-01,NN,,,2009-09-24T04:05:58,true,4,,,,RUE,WALDECK ROUSSEAU,44130,BOUVRON,,,44023,,,,,,,,,,,,,,,,,,,1999-03-30,F,,,,,51.2A,NAF1993,O
006980577,00057,00698057700057,O,1989-12-01,NN,,,,true,1,,,,RTE,DE SAUMUR,49300,CHOLET,,,49099,,,,,,,,,,,,,,,,,,,1998-10-31,F,,,,,51.6C,NAF1993,O
006980593,00013,00698059300013,O,,,,,2019-11-14T14:00:39,true,1,,71,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,64.43,NAP,N
007010028,00012,00701002800012,O,,NN,,,2019-11-14T14:01:00,true,1,,6,,RUE,ALBERT THOMAS,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,21.03,NAP,N
007010069,00016,00701006900016,O,1970-01-01,NN,,,,true,1,,70,,RTE,DE DOULLENS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2001-03-31,F,,,,,52.3A,NAF1993,O
007010077,00019,00701007700019,O,,NN,,,,true,1,,22,,RUE,PIERRE SAUVAGE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1989-09-30,F,,,,,87.03,NAP,N
007010093,00016,00701009300016,O,,NN,,,,true,1,,,,,,80132,LE TITRE,,,80763,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,67.07,NAP,N
007010127,00012,00701012700012,O,,NN,,,,true,1,,3,,RUE,DU CHATEAU,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,64.44,NAP,N
007010143,00019,00701014300019,O,1996-04-02,NN,,,,true,3,WANEL,,,,,80490,HALLENCOURT,,,80406,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,01.3Z,NAFRev1,N
007010150,00014,00701015000014,O,,NN,,,,true,1,,16,,CHS,DU BOIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1994-10-14,F,,,,,93.0D,NAF1993,O
007010168,00016,00701016800016,O,,,,,,true,1,,,,RTE,NATIONALE,80150,CANCHY,,,80167,,,,,,,,,,,,,,,,,,,1988-02-12,F,,,,,65.03,NAP,N
007010176,00027,00701017600027,O,1985-08-10,NN,,,,true,1,,178,,RTE,DE PARIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,50.2Z,NAF1993,O
007010226,00012,00701022600012,O,,NN,,,2019-11-14T14:01:01,true,1,,,,RUE,NOTRE DAME,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,1997-04-14,F,,,,,51.3J,NAF1993,N
007010259,00013,00701025900013,O,,NN,,,,true,1,,4,,RUE,DE LA REPUBLIQUE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1994-09-30,F,,,,,52.2C,NAF1993,N
007010283,00013,00701028300013,O,,,,,,true,1,,,,RUE,DU CHAMP DE TIR,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.08,NAP,N
007010309,00016,00701030900016,O,,NN,,,,true,1,,,,,,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1991-06-30,F,,,,,55.60,NAP,N
007010358,00021,00701035800021,O,1982-10-01,NN,,,,true,1,,,,,MONFLIERES,80132,BELLANCOURT,,,80078,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,70.2C,NAF1993,N
007010416,00019,00701041600019,O,,,,,,true,1,,,,CHS,DU BOIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
007010424,00021,00701042400021,O,1992-07-01,NN,,,2008-01-04T17:54:24,false,4,,,,RUE,DE L ECOLE CAUDRON,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,2001-06-30,F,,,,,52.6D,NAF1993,O
007010424,00039,00701042400039,O,2001-06-19,NN,,,2008-01-04T17:54:24,true,3,,2,,RUE,DE L'ECOLE CAUDRON,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,03.11Z,NAFRev2,N
007010432,00024,00701043200024,O,,NN,,,,true,1,,,,AV,GASTON CAUDRON,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1992-07-31,F,,,,,52.6D,NAF1993,N
